"tanggal","year","stasiun","pm10","so2","co","o3","no2","max","critical","categori","sum_partikulat"
"2010-05-05","2010","DKI1 (Bunderan HI)",53,16,26,35,15,53,"PM10","SEDANG",145
"2010-05-06","2010","DKI1 (Bunderan HI)",53,19,25,21,11,53,"PM10","SEDANG",129
"2010-05-07","2010","DKI1 (Bunderan HI)",67,19,33,33,16,67,"PM10","SEDANG",168
"2010-05-08","2010","DKI1 (Bunderan HI)",57,16,24,26,9,57,"PM10","SEDANG",132
"2010-05-09","2010","DKI1 (Bunderan HI)",54,16,28,51,16,51,"O3","SEDANG",165
"2010-05-10","2010","DKI1 (Bunderan HI)",54,14,43,75,26,75,"O3","SEDANG",212
"2010-05-11","2010","DKI1 (Bunderan HI)",54,14,42,60,24,60,"O3","SEDANG",194
"2010-05-12","2010","DKI1 (Bunderan HI)",61,12,50,32,19,61,"PM10","SEDANG",174
"2010-05-13","2010","DKI1 (Bunderan HI)",52,15,40,65,21,65,"O3","SEDANG",193
"2010-05-14","2010","DKI1 (Bunderan HI)",59,12,46,69,26,69,"O3","SEDANG",212
"2010-05-15","2010","DKI1 (Bunderan HI)",52,14,45,92,26,92,"O3","SEDANG",229
"2010-05-16","2010","DKI1 (Bunderan HI)",56,12,29,65,15,65,"O3","SEDANG",177
"2010-05-17","2010","DKI1 (Bunderan HI)",55,15,55,32,16,55,"PM10","SEDANG",173
"2010-05-18","2010","DKI1 (Bunderan HI)",57,17,45,50,25,57,"PM10","SEDANG",194
"2010-05-19","2010","DKI1 (Bunderan HI)",69,14,39,79,18,79,"O3","SEDANG",219
"2010-05-20","2010","DKI1 (Bunderan HI)",58,14,38,57,21,58,"PM10","SEDANG",188
"2010-05-21","2010","DKI1 (Bunderan HI)",53,14,37,60,18,60,"O3","SEDANG",182
"2010-05-22","2010","DKI1 (Bunderan HI)",63,16,50,54,21,63,"PM10","SEDANG",204
"2010-05-23","2010","DKI1 (Bunderan HI)",57,14,28,50,23,57,"PM10","SEDANG",172
"2010-05-24","2010","DKI1 (Bunderan HI)",54,15,37,42,21,54,"PM10","SEDANG",169
"2010-05-25","2010","DKI1 (Bunderan HI)",56,18,34,43,18,56,"PM10","SEDANG",169
"2010-05-26","2010","DKI1 (Bunderan HI)",55,15,41,123,34,123,"O3","TIDAK SEHAT",268
"2010-05-27","2010","DKI1 (Bunderan HI)",58,17,50,113,29,113,"O3","TIDAK SEHAT",267
"2010-05-28","2010","DKI1 (Bunderan HI)",68,21,49,24,25,68,"PM10","SEDANG",187
"2010-05-29","2010","DKI1 (Bunderan HI)",54,16,30,28,14,54,"PM10","SEDANG",142
"2010-05-30","2010","DKI1 (Bunderan HI)",59,14,41,64,16,64,"O3","SEDANG",194
"2010-05-31","2010","DKI1 (Bunderan HI)",56,16,33,25,15,56,"PM10","SEDANG",145
"2010-06-01","2010","DKI1 (Bunderan HI)",55,20,35,31,20,55,"PM10","SEDANG",161
"2010-06-02","2010","DKI1 (Bunderan HI)",58,14,42,93,26,93,"O3","SEDANG",233
"2010-06-03","2010","DKI1 (Bunderan HI)",72,19,38,55,22,72,"PM10","SEDANG",206
"2010-06-04","2010","DKI1 (Bunderan HI)",59,18,36,30,19,59,"PM10","SEDANG",162
"2010-06-05","2010","DKI1 (Bunderan HI)",57,15,39,87,21,87,"O3","SEDANG",219
"2010-06-06","2010","DKI1 (Bunderan HI)",59,18,47,42,25,59,"PM10","SEDANG",191
"2010-06-07","2010","DKI1 (Bunderan HI)",70,16,39,52,21,70,"PM10","SEDANG",198
"2010-06-08","2010","DKI1 (Bunderan HI)",77,19,95,18,30,95,"CO","SEDANG",239
"2010-06-09","2010","DKI1 (Bunderan HI)",54,20,36,45,25,54,"PM10","SEDANG",180
"2010-06-10","2010","DKI1 (Bunderan HI)",79,23,46,34,24,79,"PM10","SEDANG",206
"2010-06-11","2010","DKI1 (Bunderan HI)",60,21,33,27,14,60,"PM10","SEDANG",155
"2010-06-12","2010","DKI1 (Bunderan HI)",64,20,39,23,13,64,"PM10","SEDANG",159
"2010-06-13","2010","DKI1 (Bunderan HI)",59,15,64,29,15,64,"CO","SEDANG",182
"2010-06-14","2010","DKI1 (Bunderan HI)",55,22,31,29,14,55,"PM10","SEDANG",151
"2010-06-15","2010","DKI1 (Bunderan HI)",57,20,34,31,20,57,"PM10","SEDANG",162
"2010-06-16","2010","DKI1 (Bunderan HI)",55,17,71,27,38,71,"CO","SEDANG",208
"2010-06-17","2010","DKI1 (Bunderan HI)",75,21,71,30,29,75,"PM10","SEDANG",226
"2010-06-18","2010","DKI1 (Bunderan HI)",74,21,50,74,29,74,"PM10","SEDANG",248
"2010-06-19","2010","DKI1 (Bunderan HI)",59,14,37,71,26,71,"O3","SEDANG",207
"2010-06-20","2010","DKI1 (Bunderan HI)",49,15,23,28,9,49,"PM10","BAIK",124
"2010-06-21","2010","DKI1 (Bunderan HI)",51,18,31,28,13,51,"PM10","SEDANG",141
"2010-06-22","2010","DKI1 (Bunderan HI)",58,17,36,41,21,58,"PM10","SEDANG",173
"2010-06-23","2010","DKI1 (Bunderan HI)",64,17,32,41,23,64,"PM10","SEDANG",177
"2010-06-24","2010","DKI1 (Bunderan HI)",54,17,30,46,14,30,"CO","BAIK",161
"2010-06-25","2010","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2010-06-26","2010","DKI1 (Bunderan HI)",56,19,30,44,22,56,"PM10","SEDANG",171
"2010-06-27","2010","DKI1 (Bunderan HI)",69,18,46,55,25,69,"PM10","SEDANG",213
"2010-06-28","2010","DKI1 (Bunderan HI)",60,15,40,36,19,60,"PM10","SEDANG",170
"2010-06-29","2010","DKI1 (Bunderan HI)",65,17,34,33,14,65,"PM10","SEDANG",163
"2010-06-30","2010","DKI1 (Bunderan HI)",50,17,29,22,12,50,"PM10","BAIK",130
"2010-07-01","2010","DKI1 (Bunderan HI)",55,21,25,27,12,55,"PM10","SEDANG",140
"2010-07-02","2010","DKI1 (Bunderan HI)",62,22,37,66,19,66,"O3","SEDANG",206
"2010-07-03","2010","DKI1 (Bunderan HI)",64,15,34,76,20,76,"O3","SEDANG",209
"2010-07-04","2010","DKI1 (Bunderan HI)",56,13,46,51,23,56,"PM10","SEDANG",189
"2010-07-05","2010","DKI1 (Bunderan HI)",54,21,30,36,14,54,"PM10","SEDANG",155
"2010-07-06","2010","DKI1 (Bunderan HI)",55,20,34,35,19,55,"PM10","SEDANG",163
"2010-07-07","2010","DKI1 (Bunderan HI)",63,19,37,37,20,63,"PM10","SEDANG",176
"2010-07-08","2010","DKI1 (Bunderan HI)",74,18,71,43,22,74,"PM10","SEDANG",228
"2010-07-09","2010","DKI1 (Bunderan HI)",51,16,34,39,20,51,"PM10","SEDANG",160
"2010-07-10","2010","DKI1 (Bunderan HI)",55,16,44,34,20,55,"PM10","SEDANG",169
"2010-07-11","2010","DKI1 (Bunderan HI)",58,17,43,33,18,58,"PM10","SEDANG",169
"2010-07-12","2010","DKI1 (Bunderan HI)",61,16,43,64,29,64,"O3","SEDANG",213
"2010-07-13","2010","DKI1 (Bunderan HI)",66,15,36,33,21,66,"PM10","SEDANG",171
"2010-07-14","2010","DKI1 (Bunderan HI)",61,18,37,30,21,61,"PM10","SEDANG",167
"2010-07-15","2010","DKI1 (Bunderan HI)",63,17,31,31,15,63,"PM10","SEDANG",157
"2010-07-16","2010","DKI1 (Bunderan HI)",63,17,39,31,21,63,"PM10","SEDANG",171
"2010-07-17","2010","DKI1 (Bunderan HI)",81,20,41,43,23,81,"PM10","SEDANG",208
"2010-07-18","2010","DKI1 (Bunderan HI)",61,16,33,45,23,61,"PM10","SEDANG",178
"2010-07-19","2010","DKI1 (Bunderan HI)",53,14,35,37,21,53,"PM10","SEDANG",160
"2010-07-20","2010","DKI1 (Bunderan HI)",52,17,40,54,27,54,"O3","SEDANG",190
"2010-07-21","2010","DKI1 (Bunderan HI)",60,17,41,39,22,60,"PM10","SEDANG",179
"2010-07-22","2010","DKI1 (Bunderan HI)",62,18,39,60,22,62,"PM10","SEDANG",201
"2010-07-23","2010","DKI1 (Bunderan HI)",65,25,36,46,20,65,"PM10","SEDANG",192
"2010-07-24","2010","DKI1 (Bunderan HI)",55,17,30,45,17,55,"PM10","SEDANG",164
"2010-07-25","2010","DKI1 (Bunderan HI)",60,16,27,65,17,65,"O3","SEDANG",185
"2010-07-26","2010","DKI1 (Bunderan HI)",62,17,31,40,16,62,"PM10","SEDANG",166
"2010-07-27","2010","DKI1 (Bunderan HI)",49,13,31,29,11,49,"PM10","BAIK",133
"2010-07-28","2010","DKI1 (Bunderan HI)",57,22,44,59,24,59,"O3","SEDANG",206
"2010-07-29","2010","DKI1 (Bunderan HI)",63,14,40,38,20,63,"PM10","SEDANG",175
"2010-07-30","2010","DKI1 (Bunderan HI)",48,15,31,22,10,48,"PM10","BAIK",126
"2010-07-31","2010","DKI1 (Bunderan HI)",50,16,21,25,10,50,"PM10","BAIK",122
"2010-08-01","2010","DKI1 (Bunderan HI)",48,12,19,47,25,48,"PM10","BAIK",151
"2010-08-02","2010","DKI1 (Bunderan HI)",57,15,36,57,29,57,"PM10","SEDANG",194
"2010-08-03","2010","DKI1 (Bunderan HI)",61,13,31,48,17,61,"PM10","SEDANG",170
"2010-08-04","2010","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2010-08-05","2010","DKI1 (Bunderan HI)",76,16,24,56,26,76,"PM10","SEDANG",198
"2010-08-06","2010","DKI1 (Bunderan HI)",60,17,38,59,17,60,"PM10","SEDANG",191
"2010-08-07","2010","DKI1 (Bunderan HI)",61,13,40,80,32,80,"O3","SEDANG",226
"2010-08-08","2010","DKI1 (Bunderan HI)",60,12,42,73,19,73,"O3","SEDANG",206
"2010-08-09","2010","DKI1 (Bunderan HI)",61,16,40,77,26,77,"O3","SEDANG",220
"2010-08-10","2010","DKI1 (Bunderan HI)",63,14,36,35,20,63,"PM10","SEDANG",168
"2010-08-11","2010","DKI1 (Bunderan HI)",54,15,23,34,10,34,"O3","BAIK",136
"2010-08-12","2010","DKI1 (Bunderan HI)",54,14,20,27,7,27,"O3","BAIK",122
"2010-08-13","2010","DKI1 (Bunderan HI)",54,16,20,31,9,54,"PM10","SEDANG",130
"2010-08-14","2010","DKI1 (Bunderan HI)",43,16,33,28,6,43,"PM10","BAIK",126
"2010-08-15","2010","DKI1 (Bunderan HI)",53,15,27,44,11,53,"PM10","SEDANG",150
"2010-08-16","2010","DKI1 (Bunderan HI)",60,17,34,37,25,60,"PM10","SEDANG",173
"2010-08-17","2010","DKI1 (Bunderan HI)",54,14,43,46,15,54,"PM10","SEDANG",172
"2010-08-18","2010","DKI1 (Bunderan HI)",60,15,45,74,29,74,"O3","SEDANG",223
"2010-08-19","2010","DKI1 (Bunderan HI)",39,12,40,34,26,40,"CO","BAIK",151
"2010-08-20","2010","DKI1 (Bunderan HI)",44,17,36,29,14,44,"PM10","BAIK",140
"2010-08-21","2010","DKI1 (Bunderan HI)",52,14,45,30,15,52,"PM10","SEDANG",156
"2010-08-22","2010","DKI1 (Bunderan HI)",48,18,28,71,21,71,"O3","SEDANG",186
"2010-08-23","2010","DKI1 (Bunderan HI)",65,17,34,48,16,65,"PM10","SEDANG",180
"2010-08-24","2010","DKI1 (Bunderan HI)",51,18,23,43,12,51,"PM10","SEDANG",147
"2010-08-25","2010","DKI1 (Bunderan HI)",68,18,80,45,17,80,"CO","SEDANG",228
"2010-08-26","2010","DKI1 (Bunderan HI)",45,15,25,33,17,45,"PM10","BAIK",135
"2010-08-27","2010","DKI1 (Bunderan HI)",49,19,33,36,15,49,"PM10","BAIK",152
"2010-08-28","2010","DKI1 (Bunderan HI)",48,17,45,67,20,67,"O3","SEDANG",197
"2010-08-29","2010","DKI1 (Bunderan HI)",59,23,39,70,20,70,"O3","SEDANG",211
"2010-08-30","2010","DKI1 (Bunderan HI)",57,17,22,35,15,57,"PM10","SEDANG",146
"2010-08-31","2010","DKI1 (Bunderan HI)",52,16,27,35,14,52,"PM10","SEDANG",144
"2010-09-01","2010","DKI1 (Bunderan HI)",53,16,28,43,16,53,"PM10","SEDANG",156
"2010-09-02","2010","DKI1 (Bunderan HI)",56,17,35,44,23,56,"PM10","SEDANG",175
"2010-09-03","2010","DKI1 (Bunderan HI)",53,16,39,52,22,53,"PM10","SEDANG",182
"2010-09-04","2010","DKI1 (Bunderan HI)",47,19,32,44,21,47,"PM10","BAIK",163
"2010-09-05","2010","DKI1 (Bunderan HI)",48,17,26,54,17,54,"O3","SEDANG",162
"2010-09-06","2010","DKI1 (Bunderan HI)",51,15,35,26,19,51,"PM10","SEDANG",146
"2010-09-07","2010","DKI1 (Bunderan HI)",56,19,45,30,19,56,"PM10","SEDANG",169
"2010-09-08","2010","DKI1 (Bunderan HI)",50,16,43,65,21,65,"O3","SEDANG",195
"2010-09-09","2010","DKI1 (Bunderan HI)",38,11,32,29,11,38,"PM10","BAIK",121
"2010-09-10","2010","DKI1 (Bunderan HI)",51,11,45,39,14,51,"PM10","SEDANG",160
"2010-09-11","2010","DKI1 (Bunderan HI)",37,13,25,55,12,55,"O3","SEDANG",142
"2010-09-12","2010","DKI1 (Bunderan HI)",25,11,18,50,17,50,"O3","BAIK",121
"2010-09-13","2010","DKI1 (Bunderan HI)",24,10,18,51,13,51,"O3","SEDANG",116
"2010-09-14","2010","DKI1 (Bunderan HI)",28,12,26,42,11,42,"O3","BAIK",119
"2010-09-15","2010","DKI1 (Bunderan HI)",36,13,34,42,22,42,"O3","BAIK",147
"2010-09-16","2010","DKI1 (Bunderan HI)",36,12,28,21,14,36,"PM10","BAIK",111
"2010-09-17","2010","DKI1 (Bunderan HI)",31,14,26,49,16,49,"O3","BAIK",136
"2010-09-18","2010","DKI1 (Bunderan HI)",51,16,32,50,15,51,"PM10","SEDANG",164
"2010-09-19","2010","DKI1 (Bunderan HI)",49,14,25,34,11,49,"PM10","BAIK",133
"2010-09-20","2010","DKI1 (Bunderan HI)",37,14,30,39,15,39,"O3","BAIK",135
"2010-09-21","2010","DKI1 (Bunderan HI)",41,14,30,30,18,41,"PM10","BAIK",133
"2010-09-22","2010","DKI1 (Bunderan HI)",55,15,64,45,22,64,"CO","SEDANG",201
"2010-09-23","2010","DKI1 (Bunderan HI)",57,20,53,57,25,57,"PM10","SEDANG",212
"2010-09-24","2010","DKI1 (Bunderan HI)",55,19,49,58,22,58,"O3","SEDANG",203
"2010-09-25","2010","DKI1 (Bunderan HI)",57,21,49,32,22,57,"PM10","SEDANG",181
"2010-09-26","2010","DKI1 (Bunderan HI)",32,15,20,46,11,46,"O3","BAIK",124
"2010-09-27","2010","DKI1 (Bunderan HI)",50,18,36,51,22,51,"O3","SEDANG",177
"2010-09-28","2010","DKI1 (Bunderan HI)",37,16,31,71,21,71,"O3","SEDANG",176
"2010-09-29","2010","DKI1 (Bunderan HI)",62,21,35,78,28,78,"O3","SEDANG",224
"2010-09-30","2010","DKI1 (Bunderan HI)",65,19,36,62,23,65,"PM10","SEDANG",205
"2010-10-01","2010","DKI1 (Bunderan HI)",54,17,32,100,23,100,"O3","SEDANG",226
"2010-10-02","2010","DKI1 (Bunderan HI)",56,18,41,67,20,67,"O3","SEDANG",202
"2010-10-03","2010","DKI1 (Bunderan HI)",60,16,62,43,19,62,"CO","SEDANG",200
"2010-10-04","2010","DKI1 (Bunderan HI)",39,15,44,51,27,51,"O3","SEDANG",176
"2010-10-05","2010","DKI1 (Bunderan HI)",54,22,39,63,23,63,"O3","SEDANG",201
"2010-10-06","2010","DKI1 (Bunderan HI)",69,27,41,71,24,71,"O3","SEDANG",232
"2010-10-07","2010","DKI1 (Bunderan HI)",50,17,42,80,30,80,"O3","SEDANG",219
"2010-10-08","2010","DKI1 (Bunderan HI)",62,21,36,59,24,62,"PM10","SEDANG",202
"2010-10-09","2010","DKI1 (Bunderan HI)",53,16,44,62,21,62,"O3","SEDANG",196
"2010-10-10","2010","DKI1 (Bunderan HI)",41,19,23,55,14,55,"O3","SEDANG",152
"2010-10-11","2010","DKI1 (Bunderan HI)",46,21,28,111,24,111,"O3","TIDAK SEHAT",230
"2010-10-12","2010","DKI1 (Bunderan HI)",59,25,31,95,26,95,"O3","SEDANG",236
"2010-10-13","2010","DKI1 (Bunderan HI)",52,17,28,56,19,56,"O3","SEDANG",172
"2010-10-14","2010","DKI1 (Bunderan HI)",51,21,32,60,24,60,"O3","SEDANG",188
"2010-10-15","2010","DKI1 (Bunderan HI)",49,15,46,43,23,49,"PM10","BAIK",176
"2010-10-16","2010","DKI1 (Bunderan HI)",48,18,31,40,17,48,"PM10","BAIK",154
"2010-10-17","2010","DKI1 (Bunderan HI)",48,17,25,46,15,48,"PM10","BAIK",151
"2010-10-18","2010","DKI1 (Bunderan HI)",54,16,38,64,18,64,"O3","SEDANG",190
"2010-10-19","2010","DKI1 (Bunderan HI)",47,17,31,69,22,69,"O3","SEDANG",186
"2010-10-20","2010","DKI1 (Bunderan HI)",47,15,35,70,20,70,"O3","SEDANG",187
"2010-10-21","2010","DKI1 (Bunderan HI)",41,17,33,90,21,90,"O3","SEDANG",202
"2010-10-22","2010","DKI1 (Bunderan HI)",48,17,31,75,23,75,"O3","SEDANG",194
"2010-10-23","2010","DKI1 (Bunderan HI)",56,15,59,66,23,66,"O3","SEDANG",219
"2010-10-24","2010","DKI1 (Bunderan HI)",52,15,35,37,17,52,"PM10","SEDANG",156
"2010-10-25","2010","DKI1 (Bunderan HI)",43,18,38,58,23,58,"O3","SEDANG",180
"2010-10-26","2010","DKI1 (Bunderan HI)",37,15,48,32,18,48,"CO","BAIK",150
"2010-10-27","2010","DKI1 (Bunderan HI)",43,17,34,70,21,70,"O3","SEDANG",185
"2010-10-28","2010","DKI1 (Bunderan HI)",40,16,32,69,22,69,"O3","SEDANG",179
"2010-10-29","2010","DKI1 (Bunderan HI)",49,18,32,57,21,57,"O3","SEDANG",177
"2010-10-30","2010","DKI1 (Bunderan HI)",57,19,37,55,19,57,"PM10","SEDANG",187
"2010-10-31","2010","DKI1 (Bunderan HI)",39,12,30,36,14,39,"PM10","BAIK",131
"2010-11-01","2010","DKI1 (Bunderan HI)",54,17,24,46,14,0,"TIDAK ADA DATA","TIDAK ADA DATA",155
"2010-11-02","2010","DKI1 (Bunderan HI)",33,14,18,25,8,33,"PM10","BAIK",98
"2010-11-03","2010","DKI1 (Bunderan HI)",56,18,32,48,18,56,"PM10","SEDANG",172
"2010-11-04","2010","DKI1 (Bunderan HI)",54,17,47,33,12,54,"PM10","SEDANG",163
"2010-11-05","2010","DKI1 (Bunderan HI)",31,13,27,26,9,31,"PM10","BAIK",106
"2010-11-06","2010","DKI1 (Bunderan HI)",49,14,30,26,12,49,"PM10","BAIK",131
"2010-11-07","2010","DKI1 (Bunderan HI)",36,13,21,25,11,36,"PM10","BAIK",106
"2010-11-08","2010","DKI1 (Bunderan HI)",22,13,19,23,8,23,"O3","BAIK",85
"2010-11-09","2010","DKI1 (Bunderan HI)",32,15,28,43,14,43,"O3","BAIK",132
"2010-11-10","2010","DKI1 (Bunderan HI)",56,20,39,54,26,56,"PM10","SEDANG",195
"2010-11-11","2010","DKI1 (Bunderan HI)",53,20,30,50,20,53,"PM10","SEDANG",173
"2010-11-12","2010","DKI1 (Bunderan HI)",40,18,23,31,9,40,"PM10","BAIK",121
"2010-11-13","2010","DKI1 (Bunderan HI)",37,16,28,74,18,74,"O3","SEDANG",173
"2010-11-14","2010","DKI1 (Bunderan HI)",54,15,40,54,23,54,"PM10","SEDANG",186
"2010-11-15","2010","DKI1 (Bunderan HI)",51,19,27,36,16,51,"PM10","SEDANG",149
"2010-11-16","2010","DKI1 (Bunderan HI)",58,19,34,67,24,67,"O3","SEDANG",202
"2010-11-17","2010","DKI1 (Bunderan HI)",58,17,55,54,17,58,"PM10","SEDANG",201
"2010-11-18","2010","DKI1 (Bunderan HI)",61,16,32,65,38,65,"O3","SEDANG",212
"2010-11-19","2010","DKI1 (Bunderan HI)",68,20,49,74,21,74,"O3","SEDANG",232
"2010-11-20","2010","DKI1 (Bunderan HI)",64,19,35,70,24,70,"O3","SEDANG",212
"2010-11-21","2010","DKI1 (Bunderan HI)",67,18,34,110,19,110,"O3","TIDAK SEHAT",248
"2010-11-22","2010","DKI1 (Bunderan HI)",57,19,38,90,30,90,"O3","SEDANG",234
"2010-11-23","2010","DKI1 (Bunderan HI)",63,18,39,53,24,63,"PM10","SEDANG",197
"2010-11-24","2010","DKI1 (Bunderan HI)",66,26,39,51,23,66,"PM10","SEDANG",205
"2010-11-25","2010","DKI1 (Bunderan HI)",52,17,28,77,16,77,"O3","SEDANG",190
"2010-11-26","2010","DKI1 (Bunderan HI)",59,21,35,84,26,84,"O3","SEDANG",225
